retailer,brand,model,product_url,image_url,colourway_shown,price_gbp,rrp_gbp,delivery_cost_gbp,landed_cost_gbp,over_budget,condition,one_off,seats,leg_rest,chaise_side,modular,overall_width_cm,overall_depth_cm,overall_height_cm,seat_depth_cm,seat_height_cm,arm_style,fabric,easy_clean,removable_covers,seat_filling,frame_material,warranty,returns_window,delivery_lead_time,review_score,review_count,notes
Costco UK,MOONAP,Monroe Dark Grey Fabric 4 Seater Sofa + Monroe Footstool,https://www.costco.co.uk/p/600316,http://www.costco.co.uk/medias/sys_master/images/h85/had/468423875624990.jpg,Dark grey,899.96,,included,899.96,no,new,no,4,footstool,,no,242,90,86,71,45,,Fabric,,,,,,,5 business days,,,"Combination priced by me: Monroe 4 Seater GBP749.98 (H86 x W242 x D90, seat depth 71, seat height 45, 57kg) + Monroe Footstool GBP149.98. Width/depth quoted are the sofa only. Costco UK price includes delivery (""Shipping Included""). Costco note: ""Item may be available in your local warehouse, prices may vary"" - the warehouse price can differ from the online price."
Costco UK,MOONAP,Monroe Beige Fabric Loveseat + Monroe Footstool,https://www.costco.co.uk/p/600310,http://www.costco.co.uk/medias/sys_master/images/hc2/h70/468423875690526.jpg,Natural (beige),599.96,,included,599.96,no,new,no,2,footstool,,no,132,90,86,71,45,,Fabric,,,,,,,5 business days,,,"Combination priced by me: Monroe Loveseat GBP449.98 (H86 x W132 x D90, seat depth 71, seat height 45, 30kg; Costco types it ""Snuggler Chair"" but names it a Loveseat) + Monroe Footstool GBP149.98. Cheapest 71cm-seat-depth option here. Costco UK price includes delivery (""Shipping Included""). Costco note: ""Item may be available in your local warehouse, prices may vary"" - the warehouse price can differ from the online price."
Costco UK,Aiden & Ivy,Sereen Dark Grey Fabric modular: 2x Armless Chair + Ottoman,https://www.costco.co.uk/p/603690,http://www.costco.co.uk/medias/sys_master/images/hef/h00/433663716458526.jpg,Dark grey,939.96,,included,939.96,no,new,no,2,footstool,,yes,220,117,80,65.8,50.8,,Fabric,,,,,,,5 business days,,,"Combination priced by me: 2x Sereen Armless Chair GBP349.99 each (H80 x W110 x D117, seat depth 65.8, seat height 50.8, 41.4kg each) + Sereen Fabric Ottoman GBP239.98 (H55 x W110 x D110, https://www.costco.co.uk/p/603689). DEEPEST overall depth found anywhere in this sheet: 117cm, i.e. 5cm deeper than the Raft Loft. Combined width 2x110 = 220cm. Armless modules, so this is the closest structural match to a Loft-style modular. A Sereen Corner Chair is GBP429.99 (W117 x D117). The beige colourway sells the corner chair and ottoman but not the armless chair. Costco UK price includes delivery (""Shipping Included""). Costco note: ""Item may be available in your local warehouse, prices may vary"" - the warehouse price can differ from the online price."
Costco UK,Thomasville,Tisdale Beige Fabric modular: 2x Armless Chair + Storage Ottoman,https://www.costco.co.uk/p/563615,http://www.costco.co.uk/medias/sys_master/images/h91/h19/400859822981150.jpg,Natural (beige),739.95,,included,739.95,no,new,no,2,footstool,,yes,170.2,95.9,93.3,62.2,48.8,,Fabric,,,,,,,5 business days,,,"Combination priced by me: 2x Tisdale Armless Chair GBP269.98 each (H93.4 x W85.1 x D95.9, seat depth 62.2, seat height 48.8, 22.8kg) + Tisdale Beige Storage Ottoman GBP199.99 (H48.9 x W87 x D87, https://www.costco.co.uk/p/563622). Combined width 170.2cm. Tisdale Corner Chair is GBP289.99 (W95.9 x D95.9) if you want an L. Same build in dark grey costs the same (armless 492192, ottoman 492194). Costco UK price includes delivery (""Shipping Included""). Costco note: ""Item may be available in your local warehouse, prices may vary"" - the warehouse price can differ from the online price."
Costco UK,Costco,Aspen Grey Velvet 2 Seater Sofa + Aspen Footstool,https://www.costco.co.uk/p/436075,http://www.costco.co.uk/medias/sys_master/images/haa/h82/188173785038878.jpg,Grey,1119.98,,included,1119.98,no,new,no,2,footstool,,no,144,91,88,58,52,,Velvet,,,,,,,15 business days,,,"Combination priced by me: Aspen Grey Velvet 2 Seater GBP799.99 (H88 x W144 x D91, seat depth 58, seat height 52, 46kg) + Aspen Grey Velvet Footstool GBP319.99 (H50 x W75 x D60, https://www.costco.co.uk/p/436078). Leg height 18cm. Costco UK price includes delivery (""Shipping Included""). Costco note: ""Item may be available in your local warehouse, prices may vary"" - the warehouse price can differ from the online price."
Costco UK,Costco,Aspen Grey Velvet Large 2 Seater Sofa + Aspen Footstool,https://www.costco.co.uk/p/436074,http://www.costco.co.uk/medias/sys_master/images/he2/hea/188173784252446.jpg,Grey,1169.98,,included,1169.98,no,new,no,2,footstool,,no,178,91,88,58,52,,Velvet,,,,,,,15 business days,,,"Combination priced by me: Aspen Grey Velvet Large 2 Seater GBP849.99 (H88 x W178 x D91, seat depth 58, seat height 52, 58kg) + Aspen Grey Velvet Footstool GBP319.99. Costco UK price includes delivery (""Shipping Included""). Costco note: ""Item may be available in your local warehouse, prices may vary"" - the warehouse price can differ from the online price."
Costco UK,Costco,Bordeaux Button Back Grey Fabric 2 Seater Sofa + Bordeaux Footstool,https://www.costco.co.uk/Furniture-Mattresses/Living-Room-Furniture/All-Sofas/Bordeaux-Button-Back-Grey-Fabric-2-Seater-Sofa/p/310155,http://www.costco.co.uk/medias/sys_master/images/h42/hb8/188173596262430.jpg,Grey,1339.98,,included,1339.98,yes,new,no,2,footstool,,no,194,96,84,63,48,,100% polyester fabric,,,mixed,Seasoned hardwood with high-density particle board,,,15 business days,,,"OVER BUDGET at GBP1339.98. Combination priced by me: Bordeaux 2 Seater GBP969.99 (H84 x W194 x D96, seat depth 63, seat height 48, 62kg, made in the UK) + Bordeaux Fabric Footstool Grey GBP369.99 (H39 x W104 x D66, https://www.costco.co.uk/p/310187). Includes white-glove delivery and assembly. Costco UK price includes delivery (""Shipping Included""). Costco note: ""Item may be available in your local warehouse, prices may vary"" - the warehouse price can differ from the online price."
Wayfair UK,17 Stories,Saarth 180cm 2 Seat Area Corduroy Corner Sofa,https://www.wayfair.co.uk/furniture/pdp/17-stories-saarth-180cm-2-seat-area-corduroy-corner-sofa-u110530804.html,https://assets.wfcdn.com/im/16490991/compr-r85/3016/301679115/Saarth+180cm+2+Seat+Area+Corduroy+Corner+Sofa.jpg,Yellow,254.87,,19.99,274.86,no,new,no,2,chaise,,no,180,,84,51,43,Square Arms,Corduroy,,,foam,Solid Wood,60 Days,,,,,"Wayfair publishes Overall Dimensions 84cm H x 180cm W x 137cm D, where 137cm is the L-shape footprint, not the sofa body, so overall_depth is blank. Seat back 41cm. Cheapest 2-seat-plus-chaise in this sheet. Wayfair publishes no review score/count in the page HTML, so those cells are blank."
Wayfair UK,17 Stories,239cm Ultra-Soft Corner Sofa with 1 Ottoman,https://www.wayfair.co.uk/furniture/pdp/17-stories-239cm-ultra-soft-corner-sofa-with-1-ottoman-u111036506.html,https://assets.wfcdn.com/im/52272038/compr-r85/4364/436457625/239cm+Ultra-Soft+Corner+Sofa+with+1+Ottoman.jpg,Grey,490.00,540.00,included,490,no,new,no,5,both,,no,239,,88,55,50,,Chenille,,,foam,Solid Wood,1 Year,,"Get it by Thu, 27 Aug",,,"Wayfair publishes 88cm H x 239cm W x 135cm D, where 135cm is the L-shape footprint including the ottoman, so overall_depth is blank. Pocket-sprung seat, foam cushions, 71kg. Chenille ""cloud"" style shape. Wayfair publishes no review score/count in the page HTML, so those cells are blank."
Wayfair UK,17 Stories,239cm Ultra-Soft Sofa with 2 Ottoman,https://www.wayfair.co.uk/furniture/pdp/17-stories-239cm-ultra-soft-sofa-with-2-ottoman-u111036505.html,https://assets.wfcdn.com/im/93282949/compr-r85/4363/436380252/239cm+Ultra-Soft+Sofa+with+2+Ottoman.jpg,Beige,550.00,600.00,included,550,no,new,no,5,footstool,,no,239,,88,55,50,,Chenille,,,foam,Solid Wood,1 Year,,"Get it by Thu, 27 Aug",,,"Same frame as the 1-ottoman version, in beige, with two ottomans. Wayfair publishes 88cm H x 239cm W x 135cm D (footprint), so overall_depth is blank. 81kg. Wayfair publishes no review score/count in the page HTML, so those cells are blank."
Wayfair UK,17 Stories,3 Seater Sectional Sofa Couch With Removable Ottoman,https://www.wayfair.co.uk/furniture/pdp/17-stories-3-seater-sectional-sofa-couch-with-removable-ottoman-u111163502.html,https://assets.wfcdn.com/im/93674297/compr-r85/4377/437771420/3+Seater+Linen+Blend+Sofa.jpg,Beige,267.99,,included,267.99,no,new,no,3,footstool,,no,191,,80,60,40.1,Square Arms,Linen Blend,,,feather-blend,Metal,,,"Get it by Fri, 28 Aug",,,"Wayfair publishes 80cm H x 191cm W x 137.16cm D (footprint with the ottoman), so overall_depth is blank. The seat itself is published as H40.1 x W169 x D60cm - a 60cm seat depth with a very low 40cm seat height. Cushions listed as feather blend (foam and feather). Square arms. Wayfair publishes no review score/count in the page HTML, so those cells are blank."
Wayfair UK,17 Stories,3 Seater Sofa & Chaise,https://www.wayfair.co.uk/furniture/pdp/17-stories-3-seater-sofa-chaise-u110686175.html,https://assets.wfcdn.com/im/23663768/compr-r85/3690/369026248/3+Seater+Sofa+%26+Chaise.jpg,Grey,454.99,495.99,included,454.99,no,new,no,3,chaise,,no,210,,93,58,46,Square Arms,100%Fabric,,,foam,Metal,90 Days,,"Get it by Fri, 28 Aug",,,"Wayfair publishes 93cm H x 210cm W x 168cm D (L-shape footprint), so overall_depth is blank. Seat H46 x W180 x D58. Back height 44cm. Square arms, fibre-wrapped foam cushions, 78kg. (""Seating Capacity 300"" in Wayfairs spec table is a data error.) Wayfair publishes no review score/count in the page HTML, so those cells are blank."
Wayfair UK,17 Stories,Anti-scratching Microfibre Fabric Sofa With Corner Chaise And Storage,https://www.wayfair.co.uk/furniture/pdp/17-stories-anti-scratching-microfibre-fabric-sofa-with-corner-chaise-and-storage-u110611242.html,https://assets.wfcdn.com/im/17980264/compr-r85/3342/334240079/Sofa+%26+Chaise.jpg,,499.99,679.99,19.99,519.98,no,new,no,3,chaise,,no,250,84,75,70,50,Square Arms,Microfiber / Microsuede,,yes,foam,Manufactured Wood,6 Months,,,,,"Rare case where Wayfair publishes a true sofa-body depth (84cm) alongside a 70cm SEAT depth - one of the deepest seats in the sheet. Seat back 36cm, square arms, 90kg. Exactly at the 250cm width limit. Removable seat cushions and covers. Wayfair publishes no review score/count in the page HTML, so those cells are blank."
Wayfair UK,17 Stories,Henry 3 Chaise Sectionals,https://www.wayfair.co.uk/furniture/pdp/17-stories-henry-3-chaise-sectionals-u110635483.html,https://assets.wfcdn.com/im/76979193/compr-r85/3490/349030273/Henry+3+Seater+Faux+Leather+Sofa+%26+Chaise.jpg,Brown,445.99,,included,445.99,no,new,no,3,chaise,,no,180,75,82,54,44,,Faux Leather,,,,Kiln Dried Hardwood,,,"Get it by Mon, 7 Sept",,,"Overall 82cm H x 180cm W x 75cm D with a 54cm seat depth. Faux leather, pocket-sprung, kiln-dried hardwood frame. Wayfair lists ""No Warranty"". Wayfair publishes no review score/count in the page HTML, so those cells are blank."
Wayfair UK,17 Stories,Rececca 3 Seater Sofa & Chaise,https://www.wayfair.co.uk/furniture/pdp/17-stories-rececca-3-seater-sofa-chaise-u110453517.html,https://assets.wfcdn.com/im/35072122/compr-r85/3113/311384776/Rececca+3+Seater+Sofa+%26+Chaise.jpg,,385.50,469.99,included,385.5,no,new,no,3,chaise,,no,213,,88,59,46.5,Flared,Polyester,,yes,foam,Solid Wood,6 Months,,"Get it by Wed, 26 Aug",,,"Wayfair publishes 88cm H x 213cm W x 158cm D (L-shape footprint), so overall_depth is blank. Seat depth 59cm, seat back 43cm, flared arms. Removable cushion covers and back cushions. Wayfair publishes no review score/count in the page HTML, so those cells are blank."
Wayfair UK,Fairmont Park,Simba 2-Piece Upholstered Corner Sofa Chaise,https://www.wayfair.co.uk/furniture/pdp/fairmont-park-simba-2-piece-upholstered-corner-sofa-chaise-u110315244.html,https://assets.wfcdn.com/im/63910410/compr-r85/2791/279160371/Simba+3+Seater+Sofa+Bed.jpg,,459.99,,19.99,479.98,no,new,no,3,chaise,,no,204,,83,,46,Square Arms,Polyester,,yes,mixed,Manufactured Wood,6 Months,,,,,"Wayfair publishes 83cm H x 204cm W x 152cm D (L-shape footprint), so overall_depth is blank; ""fully reclined length 136cm"". Seat back 37cm, square arms, 86kg. Seat depth not published. Wayfair publishes no review score/count in the page HTML, so those cells are blank."
Wayfair UK,Hykkon,Mitzi Compact 3 Seater Corner Sofa,https://www.wayfair.co.uk/furniture/pdp/hykkon-mitzi-compact-3-seater-corner-sofa-u003399983.html,https://assets.wfcdn.com/im/23583259/compr-r85/4649/464905090/Mitzi+Compact+3+Seater+Corner+Sofa+.jpg,Grey,369.99,,included,369.99,no,new,no,3,chaise,,no,196,,80,,42,Square Arms,Velvet,,yes,foam,Plywood,2 Years,,"Get it by Thu, 27 Aug",,,"Wayfair publishes 80cm H x 196cm W x 128cm D (L-shape footprint), so overall_depth is blank. Seat back only 30cm and seat height 42cm - a very low, lounge-y shape. Square arms, removable seat cushions and covers, 2-year warranty. Seat depth not published. Wayfair publishes no review score/count in the page HTML, so those cells are blank."
Wayfair UK,Latitude Run,Harriet Upholstered Sofa & Chaise,https://www.wayfair.co.uk/furniture/pdp/latitude-run-harriet-upholstered-sofa-chaise-u110614056.html,https://assets.wfcdn.com/im/75651616/compr-r85/3391/339143733/Harriet+3+Seater+Sofa+Bed.jpg,,589.99,,19.99,609.98,no,new,no,3,chaise,,no,210,,82,55,46,Track Arms,100% polyester,,,foam,Solid Wood,,,"Get it by Thu, 27 Aug",,,"Wayfair publishes 82cm H x 210cm W x 145cm D (L-shape footprint), so overall_depth is blank; ""fully reclined length 163cm"". Seat depth 55cm, seat back 44cm, track arms, 79kg. Wayfair publishes no review score/count in the page HTML, so those cells are blank."
Wayfair UK,Latitude Run,Espitia 3 Seater Corner Chaise,https://www.wayfair.co.uk/furniture/pdp/latitude-run-espitia-3-seater-corner-chaise-u003918479.html,https://assets.wfcdn.com/im/29915132/compr-r85/3040/304062430/Espitia+3+Seater+Corner+Chaise.jpg,,759.99,,19.99,779.98,no,new,no,3,chaise,,no,191,,89,,46,Square Arms,100% Polyester,,yes,mixed,Solid + Manufactured Wood,,,"Get it by Tue, 25 Aug",,,"Wayfair publishes 89cm H x 191cm W x 145cm D (L-shape footprint), so overall_depth is blank. Seat back 47cm, square arms, fibre-wrapped foam, removable seat/back cushions and covers, 64.5kg. Seat depth not published. Wayfair lists ""No Warranty"". Wayfair publishes no review score/count in the page HTML, so those cells are blank."
Wayfair UK,Latitude Run,"Jumbo Cord Upholstered Corner Sofa, Small Back Cushion, with Foot Stool",https://www.wayfair.co.uk/furniture/pdp/latitude-run-jumbo-cord-upholstered-corner-sofa-small-back-cushion-with-foot-stool-u110626991.html,https://assets.wfcdn.com/im/15859498/compr-r85/3864/386415364/Jumbo+Cord+Upholstered+Corner+Sofa+Small+Back+Cushion+with+Foot+Stool+.jpg,,971.77,,19.99,991.76,no,new,no,4,both,,no,212,,90,60,45,Round,Soft Jambo Cord,,yes,mixed,Solid Wood,,,"Get it by Fri, 28 Aug",,,"Wayfair publishes 90cm H x 212cm W x 167cm D (L-shape footprint incl. the footstool), so overall_depth is blank. Seat depth 60cm, seat back 45cm, round arms, no assembly required, footstool included. Wayfair lists ""No Warranty"". Wayfair publishes no review score/count in the page HTML, so those cells are blank."
Wayfair UK,Rosdorf Park,Petoskey Upholstered Corner Sofa,https://www.wayfair.co.uk/furniture/pdp/rosdorf-park-petoskey-upholstered-corner-sofa-u110135712.html,https://assets.wfcdn.com/im/62720625/compr-r85/4644/464407626/Petoskey+3+Seater+Velvet+Sofa+%26+Chaise.jpg,,699.99,,19.99,719.98,no,new,no,3,chaise,,no,228,,86,57,47,,Velvet,,,foam,Solid + Manufactured Wood,,,"Get it by Tue, 25 Aug",,,"Wayfair publishes 86cm H x 228cm W x 156cm D (L-shape footprint), so overall_depth is blank. Seat depth 57cm, seat back 40cm, square arms, coil-sprung, fibre-wrapped foam, 55kg. Wayfair publishes no review score/count in the page HTML, so those cells are blank."
Wayfair UK,Mercer41,Howington 3 Seater Corner Sofa,https://www.wayfair.co.uk/furniture/pdp/mercer41-howington-3-seater-corner-sofa-u111002851.html,https://assets.wfcdn.com/im/20424820/compr-r85/4462/446248282/Howington+3+Seater+Corner+Sofa.jpg,Beige,829.99,,19.99,849.98,no,new,no,3,chaise,,no,235,,92,52,43,Square Arms,80% Polyester 20% Cotton,,yes,foam,Solid + Manufactured Wood,,,"Get it by Tue, 25 Aug",,,"Wayfair publishes 92cm H x 235cm W x 160cm D (L-shape footprint), so overall_depth is blank. Seat depth 52cm, seat back 49cm, square arms, 100kg, chenille 80% polyester / 20% cotton. Wayfair lists ""No Warranty"". Wayfair publishes no review score/count in the page HTML, so those cells are blank."
Wayfair UK,George Oliver,Convertible L-Shaped Sectional Sofa 196cm with Movable Footstool,https://www.wayfair.co.uk/furniture/pdp/george-oliver-convertible-l-shaped-sectional-sofa-196cm-3-seater-corner-couch-with-movable-footstool-u111225277.html,https://assets.wfcdn.com/im/53176212/compr-r85/4490/449039892/Convertible+L-Shaped+Sectional+Sofa%2C+196cm+3-Seater+Corner+Couch+with+Movable+Footstool.jpg,Brown,419.99,,included,419.99,no,new,no,3,footstool,,no,196,76,90,,,Square Arms,Corduroy,,,foam,Metal,,,"Get it by Fri, 28 Aug",,,"Wayfair publishes a true sofa-body depth here: 90cm H x 196cm W x 76cm D. Square arms, corduroy, sinuous-sprung, foam cushions. The footstool is movable so the L can be flipped. Seat depth not published. Wayfair publishes no review score/count in the page HTML, so those cells are blank."
Wayfair UK,George Oliver,3 Seater Corduroy Sofa & Chaise with Movable Storage Ottoman,https://www.wayfair.co.uk/furniture/pdp/george-oliver-3-seater-corduroy-sofa-chaisel-shaped-sofa-with-movable-storage-ottoman-3-seater-modular-sectional-sofa-corduroy-couch-wooden-frame-deep-seat-ideal-for-living-room-black-u110905007.html,https://assets.wfcdn.com/im/31561426/compr-r85/3973/397316258/3+Seater+Corduroy+Sofa+%26+Chaise%2CL+Shaped+Sofa+with+Movable+Storage+Ottoman%2C+3-Seater+Modular+Sectional+Sofa%2C+Corduroy+Couch%2C+Wooden+Frame%2C+Deep+Seat%2C+Ideal+for+Living+Room%2C+Black.jpg,Black,329.99,,included,329.99,no,new,no,3,footstool,,yes,226,75,88.9,,,,Foam,,,foam,Solid Wood,10 Years,,,,,"Wayfair publishes 88.9cm H x 226cm W x 75cm D. The ""Seat"" spec is given as H45 x W61 x D46cm, which is a single seat module rather than the usable seat, so seat_depth is left blank rather than recording 46cm. Modular with a movable storage ottoman. Wayfair publishes no review score/count in the page HTML, so those cells are blank."
Wayfair UK,Pia Ricco,Maelina Reversible Modular Corner Sofa,https://www.wayfair.co.uk/furniture/pdp/pia-ricco-maelina-reversible-modular-corner-sofa-u110613877.html,https://assets.wfcdn.com/im/87094150/compr-r85/2873/287353956/Maelina+Reversible+Modular+Corner+Sofa.jpg,Beige,405.00,,included,405,no,new,no,3,chaise,reversible,yes,218,,78,48,,Square Arms,70%cotton，15%Spandex，15%Acrylic,,yes,mixed,Solid + Manufactured Wood,1 Year,,,,,"Wayfair publishes 78cm H x 218cm W x 178cm D (L-shape footprint), so overall_depth is blank. Seat depth 48cm - shallow. Low 78cm back. Reversible modular. Wayfair publishes no review score/count in the page HTML, so those cells are blank."
Wayfair UK,ClassicLiving,Melbern 3 Seater Corner Sofa,https://www.wayfair.co.uk/furniture/pdp/classicliving-melbern-3-seater-corner-sofa-u100190503.html,https://assets.wfcdn.com/im/80174240/compr-r85/3241/324155903/Melbern+3+Seater+Corner+Sofa.jpg,Alpine,1099.99,,19.99,1119.98,no,new,no,3,chaise,,no,245,99,93,,50,Curved,100% Polyester,,yes,mixed,Solid + Manufactured Wood,,,"Get it by Tue, 25 Aug",,,"Rare Wayfair listing that publishes a genuine 99cm sofa-body depth (93cm H x 245cm W x 99cm D). Seat back 51cm, curved arms, fibre-wrapped foam, removable legs/seat cushions/covers/back cushions, 90kg. Seat depth not published. Wayfair lists ""No Warranty"". Wayfair publishes no review score/count in the page HTML, so those cells are blank."
Wayfair UK,17 Stories,2-Piece 90 inch Upholstered L-Shaped Fabric Corner Sofa,https://www.wayfair.co.uk/furniture/pdp/17-stories-2-piece-90-upholstered-l-shaped-fabric-corner-sofa-u110915024.html,https://assets.wfcdn.com/im/62334014/compr-r85/4282/428252975/2-Piece+90%22+Upholstered+L-Shaped+Fabric+Corner+Sofa.jpg,Beige,1000.00,,included,1000,no,new,no,3,chaise,,no,229,,81,49,45.5,Square Arms,80% Polyester and 20% Cotton,,yes,foam,Solid Wood,1 Year,,,,,"Wayfair publishes 81cm H x 229cm W x 155cm D (L-shape footprint), so overall_depth is blank. Seat depth 49cm - shallow. Square arms, beige chenille, solid wood frame and legs, sinuous springs, 147kg, 1-year warranty. Wayfair publishes no review score/count in the page HTML, so those cells are blank."
